Cxt gtf location,contig,interval ,Gene symbol
gene3568,tig00002079_CDS_91852_92337,,ARPC3
gene3587,tig00002085_CDS_74256_74558,,Ag5r
gene3589,tig00002086_CDS_14406_15093,,FOXP4
gene3591,tig00002087_CDS_33953_34069,,MRPS16
gene3596,tig00002088_CDS_101912_102016,,TRIM56
gene3595,tig00002088_CDS_13233_14837,,GTPBP2
gene3603,tig00002091_CDS_78763_78939,,AP2M1
gene3611,tig00002094_CDS_101610_101789,,FHDC1
gene3607,tig00002094_CDS_23147_24391,,PDIA6
gene3616,tig00002098_CDS_86081_87685,,MAST4
gene3619,tig00002100_CDS_41477_41740,,RpL5
gene3620,tig00002100_CDS_67878_67976,,CNOT3
gene3621,tig00002100_CDS_91188_91319,,CNOT3
gene3624,tig00002102_CDS_15668_15856,,HP1A
gene3634,tig00002107_CDS_139828_140351,,CLIPB9
gene3638,tig00002112_CDS_40495_41244,,SYT11
gene3637,tig00002112_CDS_7571_8089,,DTWD2
gene3639,tig00002113_CDS_110776_111162,,ROBO1
gene3641,tig00002116_CDS_285_403,,RAB3B
gene3646,tig00002116_CDS_93441_93536,,STAC3
gene3654,tig00002117_CDS_104973_105872,,ALG6
gene3652,tig00002117_CDS_75488_76228,,DNAJC21
gene3653,tig00002117_CDS_87155_87967,,DNAJC21
gene3675,tig00002122_CDS_80972_81101,,NDUFA6
gene3677,tig00002124_CDS_17803_18933,,FASTKD3
gene3678,tig00002124_CDS_33637_34424,,PEPD
gene3685,tig00002136_CDS_103739_104818,,EN2
gene3684,tig00002136_CDS_10667_10805,,EPC1
gene3689,tig00002139_CDS_35959_36360,,SASH1
gene3691,tig00002142_CDS_23489_23821,,Ppib
gene3703,tig00002147_CDS_120881_121078,,MRPL46
gene3704,tig00002147_CDS_125627_125806,,LAMTOR4
gene3710,tig00002150_CDS_190278_190847,,OR1L8
gene3715,tig00002152_CDS_31962_32195,,NR1D2
gene3723,tig00002157_CDS_26313_28913,,LIG4
gene3724,tig00002157_CDS_38613_39101,,KCTD9
gene3733,tig00002162_CDS_108912_109037,,SLC19A2
gene3741,tig00002168_CDS_36703_36920,,HECW2
gene3758,tig00002193_CDS_31604_32794,,MCAT
gene3765,tig00002195_CDS_107645_108002,,ERP44
gene3776,tig00002214_CDS_139594_139848,,Fas3
gene3777,tig00002219_CDS_16968_17102,,TBX20
gene3794,tig00002264_CDS_40576_42336,,unc-17
gene3796,tig00002264_CDS_88255_88791,,CHAT
gene3802,tig00002326_CDS_19638_20831,,PCID2
gene3817,tig00002335_CDS_47532_47912,,SAP18
gene3820,tig00002336_CDS_77667_77880,,TREX2
gene3821,tig00002337_CDS_110585_111559,,PPO3
gene3833,tig00002347_CDS_102550_102717,,TFAP2A
gene3837,tig00002349_CDS_104595_104738,,PKN2
gene3835,tig00002349_CDS_70037_73418,,KIF13B
gene3839,tig00002350_CDS_129803_130165,,CYP3A4
gene3841,tig00002351_CDS_10226_10562,,LRRC28
gene3848,tig00002351_CDS_116790_117182,,DUSP6
gene3843,tig00002351_CDS_26531_27430,,Aats-ile
gene3846,tig00002351_CDS_40953_41318,,ADK
gene3840,tig00002351_CDS_7748_8158,,Amyrel
gene3853,tig00002367_CDS_124521_124945,,FIBCD1
gene3855,tig00002369_CDS_49472_49894,,SAYSD1
gene3856,tig00002369_CDS_58584_60782,,DNAJC14
gene3868,tig00002374_CDS_116848_117195,,TRAPPC4
gene3867,tig00002374_CDS_68976_69128,,CUL3
gene3871,tig00002375_CDS_28760_28873,,DRE2
gene3873,tig00002375_CDS_56282_56647,,XPO1
gene3874,tig00002377_CDS_29651_30857,,PHF20
gene3875,tig00002377_CDS_73408_74315,,ABCC4
gene3876,tig00002378_CDS_14636_17503,,ZDHHC1
gene3879,tig00002382_CDS_3015_3452,,morgue
gene3880,tig00002382_CDS_33353_33502,,NKX2-1
gene3888,tig00002391_CDS_65040_65805,,TUBA1C
gene3889,tig00002391_CDS_75966_76686,,EXOC4
gene3892,tig00002393_CDS_132045_134165,,LARP6
gene3899,tig00002401_CDS_108480_108628,,RORC
gene3900,tig00002403_CDS_44627_45243,,ser-2
gene3902,tig00002405_CDS_92791_93030,,MCF2L
gene3906,tig00002406_CDS_33889_34245,,CRCP
gene3907,tig00002406_CDS_34364_34981,,DENR
gene3908,tig00002406_CDS_44630_46843,,MOCOS
gene3909,tig00002406_CDS_46933_47193,,MIEN1
gene3933,tig00002414_CDS_76486_76926,,ID2
gene3938,tig00002421_CDS_109110_109648,,ens
gene3936,tig00002421_CDS_16619_16915,,MGST1-1
gene3937,tig00002421_CDS_20649_21017,,MGST1-2
gene3941,tig00002423_CDS_76420_76691,,RDX
gene3951,tig00002431_CDS_4402_4638,,EIF5B
gene3959,tig00002443_CDS_30817_31350,,Cpap3-d1
gene3960,tig00002443_CDS_53481_54170,,ACTR2
gene3961,tig00002443_CDS_61366_61962,,THG1L
gene3964,tig00002443_CDS_95466_96728,,WDR18
gene3979,tig00002461_CDS_27351_27524,,UQCRH
gene3980,tig00002461_CDS_33336_33619,,SETD1B
gene3981,tig00002461_CDS_49538_49933,,MED21
gene3982,tig00002461_CDS_74665_76233,,KIFC1
gene3985,tig00002467_CDS_128018_128200,,TMEM87A
gene3986,tig00002468_CDS_19418_19706,,PRKG1
gene3987,tig00002468_CDS_28924_29084,,PRKG2
gene3988,tig00002468_CDS_40278_42625,,AGO3
gene3989,tig00002468_CDS_59966_60085,,PIWIL2
gene3994,tig00002480_CDS_30658_30865,,PPP4R2
gene3995,tig00002480_CDS_46134_47336,,EIF4G3-1
gene3996,tig00002480_CDS_49202_51688,,EIF4G3-2
gene4000,tig00002483_CDS_1958_3031,,CDC16
gene4005,tig00002483_CDS_58411_58908,,PEBP1-1
gene4006,tig00002483_CDS_66417_67000,,PEBP1-2
gene4007,tig00002483_CDS_89206_91950,,UBN1
gene4011,tig00002493_CDS_61048_61392,,mamo
gene4029,tig00002524_CDS_10768_11089,,ACVR1C
gene4032,tig00002525_CDS_69798_70583,,CNOT11
gene4033,tig00002525_CDS_87537_87764,,rpl26l1
gene4039,tig00002549_CDS_17282_18265,,AIMP1
gene4041,tig00002576_CDS_59579_60700,,DGCR8
gene4044,tig00002615_CDS_24144_25046,,USP16
gene4046,tig00002619_CDS_102084_102680,,CREB3L2
gene4057,tig00002634_CDS_43281_43539,,UNC50
gene4073,tig00002640_CDS_60873_62633,,UTP6
gene4078,tig00002645_CDS_43811_44095,,SMURF2
gene4079,tig00002647_CDS_69931_70230,,FLNB
gene4081,tig00002647_CDS_89682_90452,,UTP11L
gene4084,tig00002648_CDS_6880_7023,,SHF
gene4086,tig00002650_CDS_3548_3868,,TSPO
gene4089,tig00002654_CDS_57673_58638,,PPP2R4
gene4090,tig00002655_CDS_10000_10128,,RAP1A
gene4093,tig00002655_CDS_61717_63459,,C14orf169
gene4096,tig00002656_CDS_14596_15225,,ATL2
gene4098,tig00002656_CDS_82424_83470,,C12orf4
gene4100,tig00002658_CDS_20736_22121,,EFNB2
gene4107,tig00002665_CDS_43826_43919,,Ndufa13
gene4117,tig00002674_CDS_108301_109785,,SUPV3L1
gene4118,tig00002677_CDS_33510_33656,,RAB3B
gene4119,tig00002677_CDS_39323_39624,,jhamt
gene4125,tig00002679_CDS_83266_83892,,ATP6V0B
gene4127,tig00002683_CDS_39312_39578,,ADCY7
gene4140,tig00002691_CDS_54911_55113,,NAT10
gene4141,tig00002691_CDS_65585_65785,,DMXL1
gene4147,tig00002714_CDS_17999_18191,,GDAP1
gene4148,tig00002714_CDS_19690_21048,,FITM2
gene4150,tig00002714_CDS_42736_44538,,ZCCHC7
gene4151,tig00002714_CDS_72615_73469,,SIAH2
gene4155,tig00002715_CDS_99702_99989,,Hr4
gene4160,tig00002718_CDS_37328_38505,,PAX3
gene4161,tig00002723_CDS_45952_46068,,GNG13
gene4162,tig00002726_CDS_2204_2856,,GAB1
gene4166,tig00002728_CDS_39760_40818,,MKRN1
gene4167,tig00002728_CDS_72549_73157,,INTS6
gene4165,tig00002728_CDS_8221_8667,,FIBCD1
gene4168,tig00002728_CDS_87162_87380,,hsp-25
gene4179,tig00002730_CDS_80628_81197,,ADCY3
gene4184,tig00002737_CDS_69379_69724,,NUS1
gene4190,tig00002741_CDS_81061_81492,,MSX2
gene4192,tig00002743_CDS_50412_50696,,LRRC56
gene4193,tig00002743_CDS_52048_52866,,EPHX4
gene4196,tig00002743_CDS_97790_100282,,TTF2
gene4197,tig00002745_CDS_33518_33634,,SRPR
gene4198,tig00002745_CDS_45663_45902,,FAM120B
gene4205,tig00002750_CDS_40818_41042,,Oxld1
gene4225,tig00002760_CDS_115256_115852,,CACHD1
gene4220,tig00002760_CDS_57421_58974,,UTP18
gene4221,tig00002760_CDS_67858_68343,,RFC3
gene4223,tig00002760_CDS_81825_82007,,C12orf73
gene4224,tig00002760_CDS_82096_82401,,fidipidine
gene4228,tig00002765_CDS_108008_108456,,CERCAM
gene4227,tig00002765_CDS_76980_77443,,CalpC
gene4247,tig00002788_CDS_58832_59410,,JOSD1
gene4253,tig00002793_CDS_26562_27843,,BRF1
gene4254,tig00002794_CDS_448_1857,,Hr4
gene4255,tig00002799_CDS_32756_34612,,NDST1
gene4263,tig00002807_CDS_57234_57576,,Hr96
gene4266,tig00002811_CDS_30765_30981,,LHX6
gene4267,tig00002811_CDS_71348_71535,,LHX8
gene4272,tig00002824_CDS_31879_32124,,eIF-1A
gene4274,tig00002824_CDS_83087_83203,,SMARCC1
gene4279,tig00002835_CDS_61648_61905,,DRD1
gene4280,tig00002835_CDS_86265_86816,,DRD1
gene4283,tig00002838_CDS_104540_105142,,USP16
gene4285,tig00002849_CDS_53708_54952,,OXCT1
gene4287,tig00002849_CDS_85427_87265,,RPS6KA5
gene4289,tig00002850_CDS_123743_124414,,ZIC2
gene4288,tig00002850_CDS_81978_83021,,ZIC2
gene4290,tig00002856_CDS_85196_85777,,TBX20
gene4294,tig00002875_CDS_10898_12811,,INTS1
gene4295,tig00002875_CDS_61762_62574,,CDC123
gene4300,tig00002881_CDS_30057_30162,,RAB14
gene4302,tig00002881_CDS_62075_62647,,NVL
gene4310,tig00002902_CDS_114730_115479,,UBR3
gene4307,tig00002902_CDS_45001_45831,,RABEP1
gene4311,tig00002908_CDS_13907_14662,,KLF15
gene4316,tig00002952_CDS_60431_60612,,ZNF511
gene4318,tig00002952_CDS_77389_77638,,ATG5
gene4319,tig00002954_CDS_22905_23024,,PCBP3
gene4333,tig00002956_CDS_34939_36126,,slbo
gene4341,tig00002965_CDS_14322_16435,,KIF5B
gene4348,tig00002970_CDS_27564_28853,,betaTub56D
gene4358,tig00002973_CDS_13558_14061,,ORAI2
gene4360,tig00002973_CDS_44570_44740,,ORAI2
gene4364,tig00002975_CDS_67916_71213,,FRMD6
gene4372,tig00002983_CDS_78411_80381,,KIAA1407
gene4373,tig00002986_CDS_11630_11794,,CTNNA1
gene4377,tig00002988_CDS_13101_15098,,ATXN7
gene4379,tig00002988_CDS_68991_69938,,EIF3E
gene4385,tig00002991_CDS_41513_41719,,GOLPH3
gene4396,tig00003004_CDS_45242_45346,,EXTL3
gene4405,tig00003008_CDS_48312_48998,,FIBCD1
gene4407,tig00003010_CDS_45899_46939,,BCL6
gene4416,tig00003015_CDS_10853_11101,,NPAS4
gene4418,tig00003015_CDS_66481_66759,,NPAS4
gene4420,tig00003017_CDS_34903_35232,,INPP5A
gene4419,tig00003017_CDS_5522_5839,,BIRC5
gene4422,tig00003017_CDS_56536_56709,,INPP5A
gene4424,tig00003019_CDS_34832_35188,,PPAT
gene4431,tig00003022_CDS_41687_42118,,GGCT
gene4432,tig00003022_CDS_50482_50962,,MRPL2
gene4438,tig00003028_CDS_4035_4331,,TSPAN9
gene4444,tig00003028_CDS_95789_97240,,UGT2A1
gene4446,tig00003032_CDS_17579_17691,,LHX2
gene4457,tig00003047_CDS_103062_103285,,SLC25A13
gene4454,tig00003047_CDS_18020_18314,,AMPD3
gene4455,tig00003047_CDS_35226_36518,,NOA1
gene4456,tig00003047_CDS_43905_44954,,STAMBPL1
gene4467,tig00003050_CDS_113625_114008,,UBE2K
gene4465,tig00003050_CDS_52144_52368,,rps17
gene4469,tig00003051_CDS_54635_54940,,SLC2A4RG
gene4472,tig00003055_CDS_32606_32935,,Tps1
gene4476,tig00003056_CDS_4473_5810,,TUBGCP6
gene4480,tig00003058_CDS_106977_107333,,FAM20B
gene4481,tig00003061_CDS_51101_52960,,RM62-9
gene4483,tig00003063_CDS_37149_39242,,ATXN2
gene4484,tig00003064_CDS_15199_15747,,Osi21
gene4496,tig00003074_CDS_124228_124413,,slc25a4
gene4489,tig00003074_CDS_15971_16819,,NUP133
gene4491,tig00003074_CDS_61159_61784,,PIGQ
gene4493,tig00003074_CDS_79103_79669,,TM2D2
gene4514,tig00003081_CDS_54943_55053,,Scp2
gene4518,tig00003083_CDS_105305_105601,,RCHY1
gene4517,tig00003083_CDS_62153_62920,,MBOAT7
gene4522,tig00003089_CDS_77411_78235,,ASCL1
gene4524,tig00003092_CDS_89982_90254,,LMO4
gene4533,tig00003109_CDS_13570_14481,,RFC1
gene4535,tig00003116_CDS_23241_23579,,PIWIL2
gene4541,tig00003124_CDS_66750_66956,,CALB1
gene4542,tig00003124_CDS_77936_78118,,CALB1
gene4552,tig00003142_CDS_77326_78933,,PGM1
gene4556,tig00003154_CDS_14359_14844,,ANKRD12
gene4555,tig00003154_CDS_7992_9347,,CTU2
gene4566,tig00003174_CDS_90112_90924,,DAZAP1
gene4569,tig00003181_CDS_35439_36482,,GPROR40
gene4580,tig00003182_CDS_110197_112395,,F13A1
gene4581,tig00003191_CDS_102580_105993,,BNC1
gene4582,tig00003194_CDS_94577_95893,,FOXA1
gene4584,tig00003195_CDS_11525_11721,,Xbp1
gene4583,tig00003195_CDS_5529_6044,,GNPTAB
gene4591,tig00003196_CDS_10362_10590,,HSPBP1
gene4598,tig00003210_CDS_31266_31436,,TMEM65
gene4596,tig00003210_CDS_7773_8408,,CLPP
gene4602,tig00003221_CDS_28641_28871,,GSC
gene4603,tig00003221_CDS_30452_30736,,GSC
gene4610,tig00003235_CDS_22217_22513,,NAP1L1
gene4616,tig00003241_CDS_48187_48453,,COA6
gene4617,tig00003241_CDS_48554_48841,,NAA38
gene4628,tig00003298_CDS_97869_99050,,PRDM8
gene4630,tig00003300_CDS_53569_53961,,cdh23
gene4633,tig00003365_CDS_26690_27407,,PDCD4
gene4634,tig00003367_CDS_20499_20674,,Snmp1
gene4635,tig00003367_CDS_38751_38881,,Snmp1
gene4640,tig00003376_CDS_28071_29051,,NRG2
gene4649,tig00003377_CDS_61866_62081,,RPL34
gene4652,tig00003377_CDS_78016_78366,,TXNL4A
gene4662,tig00003382_CDS_47142_48389,,croc
gene4664,tig00003386_CDS_13007_13477,,atgp-2
gene4677,tig00003394_CDS_101377_101620,,MAPRE2
gene4674,tig00003394_CDS_24685_24952,,MPPED2
gene4679,tig00003399_CDS_47317_48135,,BTG1
gene4683,tig00003411_CDS_15789_17081,,DAK
gene4685,tig00003411_CDS_98169_98525,,PFDN2
gene4692,tig00003418_CDS_2990_3586,,CDK5R1
gene4695,tig00003423_CDS_4274_5521,,SPATA5
gene4701,tig00003424_CDS_388_534,,GOLGA7
gene4703,tig00003425_CDS_19434_20189,,AUB3
gene4708,tig00003429_CDS_11394_11804,,PGS1
gene4710,tig00003429_CDS_21262_23019,,EXOC2
gene4712,tig00003429_CDS_51759_51983,,ARHGAP39
gene4717,tig00003439_CDS_28129_29145,,TBPL1
gene4722,tig00003439_CDS_89837_90187,,TAT
gene4724,tig00003445_CDS_20728_21054,,NKRF
gene4725,tig00003445_CDS_35954_36431,,ETV1
gene4726,tig00003445_CDS_50728_51573,,RSPH9
gene4727,tig00003445_CDS_70193_71230,,UBR7
gene4729,tig00003449_CDS_12158_13099,,TASP1
gene4737,tig00003449_CDS_126591_127214,,RAD9B
gene4731,tig00003449_CDS_52517_52849,,TRAPPC2
gene4733,tig00003449_CDS_69080_70261,,EIF2A
gene4734,tig00003449_CDS_78655_79188,,C20orf27
gene4735,tig00003449_CDS_91325_92313,,MED12L
gene4741,tig00003458_CDS_18811_19341,,RABGGTB
gene4744,tig00003458_CDS_41283_41567,,GMPPB
gene4747,tig00003461_CDS_6664_8115,,TDRD7
gene4750,tig00003461_CDS_73538_76228,,CTR9
gene4752,tig00003464_CDS_15980_16276,,DLGAP1
gene4756,tig00003468_CDS_19321_19554,,ENDOU
gene4761,tig00003480_CDS_10705_11254,,GTF2A1
gene4767,tig00003485_CDS_14933_15145,,HOXB7
gene4769,tig00003488_CDS_1304_2425,,PPM1G
gene4771,tig00003488_CDS_35855_36244,,C4orf22
gene4777,tig00003490_CDS_42517_42639,,LSM6
gene4780,tig00003491_CDS_60535_60676,,GLRA3
gene4790,tig00003496_CDS_43749_44747,,Or67c
gene4791,tig00003496_CDS_56610_57695,,Kiaa1467
gene4795,tig00003503_CDS_24698_24829,,PPCS
gene4797,tig00003503_CDS_68304_68549,,FES
gene4802,tig00003505_CDS_32585_33268,,COASY
gene4806,tig00003507_CDS_52284_52547,,LPGAT1
gene4809,tig00003518_CDS_242_2030,,lars-2
gene4814,tig00003518_CDS_80333_80959,,DNAH3
gene4816,tig00003523_CDS_1886_3226,,GALNT2
gene4818,tig00003530_CDS_88882_91479,,CPN2
gene4819,tig00003534_CDS_11840_12055,,Shaw
gene4820,tig00003535_CDS_36224_37234,,ADRA2B
gene4821,tig00003538_CDS_83945_84673,,HFM1
gene4822,tig00003541_CDS_20678_21070,,TMEM170B
gene4835,tig00003548_CDS_109650_110663,,THOC5
gene4831,tig00003548_CDS_81367_81888,,C8orf82
gene4833,tig00003548_CDS_96623_97012,,RPIA
gene4851,tig00003582_CDS_46880_47455,,HCLS1
gene4854,tig00003582_CDS_80786_81364,,EMC7
gene4858,tig00003588_CDS_113258_113674,,ELMOD1
gene4859,tig00003589_CDS_2_614,,ME1
gene4863,tig00003589_CDS_58991_60073,,TXNDC5
gene4866,tig00003591_CDS_102916_103787,,INTS12
gene4867,tig00003591_CDS_115218_116507,,AGPS
gene4870,tig00003599_CDS_10226_10373,,INSR
gene4871,tig00003601_CDS_3733_4317,,RASSF8
gene4872,tig00003602_CDS_21843_22694,,GPROR41
gene4879,tig00003642_CDS_63585_63881,,Ag5r
gene4884,tig00003645_CDS_49945_50112,,AKR1A1
gene4885,tig00003645_CDS_51218_51385,,dkgA
gene4886,tig00003645_CDS_52723_52890,,AKR1A1
gene4887,tig00003645_CDS_62941_63531,,Jafrac1
gene4905,tig00003668_CDS_70494_70709,,PRKAR2B
gene4906,tig00003668_CDS_93717_93882,,PRKAR2B
gene4909,tig00003677_CDS_25423_25803,,WASF1
gene4913,tig00003696_CDS_6426_7547,,ANKRD27
gene4923,tig00003737_CDS_105893_106667,,CPM
gene4934,tig00003820_CDS_54776_55165,,ING3
gene4935,tig00003821_CDS_23248_23454,,GOLPH3
gene4948,tig00003832_CDS_85679_86733,,mei-218
gene4954,tig00003836_CDS_14108_15097,,ACTB
gene4953,tig00003836_CDS_8937_10199,,TRMT13
gene4958,tig00003837_CDS_28813_30201,,Eif4enif1
gene4960,tig00003840_CDS_20488_21792,,BMP5
gene4963,tig00003841_CDS_22723_23856,,ASCL1
gene4966,tig00003845_CDS_109142_109270,,Ces3
gene4971,tig00003852_CDS_40707_41276,,PRPF31
gene4977,tig00003858_CDS_17352_18668,,DDX47
gene4975,tig00003858_CDS_3244_3585,,CC2D2A
gene4979,tig00003858_CDS_50107_50991,,Gr68a
gene4983,tig00003860_CDS_11441_12175,,Osi17
gene4984,tig00003861_CDS_32750_34054,,CSNK1E
gene4991,tig00003867_CDS_10006_11982,,ARMC5
gene5004,tig00003871_CDS_41484_42214,,NEDD9
gene5005,tig00003872_CDS_8490_8819,,IYD
gene5006,tig00003873_CDS_18802_19014,,ABCE1
gene5007,tig00003873_CDS_25455_26234,,CDC37
gene5012,tig00003878_CDS_60127_60525,,PHKA2
gene5013,tig00003879_CDS_67860_69491,,CTNNB1
gene5016,tig00003881_CDS_21910_22319,,HIPK1
gene5021,tig00003882_CDS_72894_73028,,GstD1
gene5025,tig00003883_CDS_47703_47897,,SERP2
gene5026,tig00003883_CDS_61097_61528,,RPS23
gene5027,tig00003883_CDS_66923_67390,,POLR2G
gene5028,tig00003883_CDS_68689_69000,,RPL32
gene5030,tig00003889_CDS_10738_11033,,RBM45
gene5033,tig00003890_CDS_16893_18401,,EFTUD1
gene5036,tig00003890_CDS_40797_42248,,YARS
gene5037,tig00003890_CDS_50664_50906,,HSPE1
gene5038,tig00003895_CDS_44613_46226,,DLGAP5
gene5039,tig00003895_CDS_57298_57558,,DPH3
gene5054,tig00003905_CDS_49839_50342,,COPS7B
gene5055,tig00003905_CDS_57086_57296,,POLR2H
gene5057,tig00003905_CDS_72460_73068,,Mal-A2
gene5061,tig00003908_CDS_104730_106115,,RIOK1
gene5060,tig00003908_CDS_91719_92339,,POLR3H
gene5077,tig00003924_CDS_99084_99524,,MTMR9
gene5079,tig00003930_CDS_58603_59793,,NEUROG1
gene5086,tig00003934_CDS_82944_83709,,ATG16L1
gene5095,tig00003942_CDS_54886_55044,,ACTN2
gene5097,tig00003948_CDS_23851_24120,,PTPN11
gene5098,tig00003949_CDS_14349_15371,,RIBC2
gene5099,tig00003949_CDS_32515_33579,,HDAC11
gene5100,tig00003949_CDS_39696_40898,,MOCS3
gene5102,tig00003949_CDS_63915_66128,,NCAPD2
gene5107,tig00003950_CDS_65902_66285,,NDUFB3
gene5112,tig00003952_CDS_22372_22920,,UBE2H
gene5118,tig00003957_CDS_39772_41226,,USP7
gene5122,tig00003963_CDS_33704_34024,,RAP2C
gene5131,tig00003967_CDS_26716_27114,,ETH
gene5132,tig00003967_CDS_32299_32988,,ORC4
gene5137,tig00003970_CDS_13509_14281,,NDNL2
gene5138,tig00003970_CDS_19974_20385,,WIF1
gene5140,tig00003970_CDS_26769_26890,,MED10
gene5136,tig00003970_CDS_5436_5585,,PTPMT1
gene5157,tig00003985_CDS_20501_21052,,ARL16
gene5159,tig00003985_CDS_40253_40456,,MRPL27
gene5161,tig00003987_CDS_15468_16820,,FAM20A
gene5169,tig00003988_CDS_96482_98308,,EXOC1
gene5173,tig00003989_CDS_65905_66300,,CRYAB
gene5176,tig00003995_CDS_33999_34111,,JAG1
gene5177,tig00003995_CDS_61702_62137,,JAG1
gene5178,tig00003997_CDS_10206_10643,,morgue
gene5179,tig00003997_CDS_26622_27485,,SLC17A9
gene5182,tig00003998_CDS_1316_2836,,GPR155
gene5183,tig00003999_CDS_22915_23223,,Obp28a
gene5190,tig00004000_CDS_24780_24980,,CD151
gene5188,tig00004000_CDS_809_1024,,CD151
gene5193,tig00004001_CDS_95901_97070,,CLP1
gene5197,tig00004002_CDS_37821_38024,,RPL27A
gene5206,tig00004007_CDS_91897_92985,,NKX6-1
gene5208,tig00004008_CDS_33856_34614,,UROS
gene5218,tig00004017_CDS_53773_54399,,AUB2
gene5224,tig00004025_CDS_36687_36926,,KIF23
gene5225,tig00004025_CDS_55274_56005,,KIF23
gene5230,tig00004027_CDS_21170_22729,,TACC2
gene5237,tig00004030_CDS_62970_63742,,BPHL
gene5243,tig00004035_CDS_15746_16174,,CLN3
gene5245,tig00004035_CDS_59435_59803,,snrpd2
gene5247,tig00004036_CDS_12369_12870,,sptf-3
gene5250,tig00004038_CDS_80349_81668,,SLU7
gene5254,tig00004042_CDS_26753_26933,,FAM96A
gene5255,tig00004042_CDS_39526_39997,,exu
gene5260,tig00004051_CDS_5319_5785,,Dsk
gene5263,tig00004057_CDS_57366_57800,,DAK
gene5266,tig00004058_CDS_7752_8258,,ZNF593
gene5280,tig00004080_CDS_1202_1524,,RPS6KA2
gene5283,tig00004082_CDS_62648_63059,,CAD
gene5286,tig00004097_CDS_1148_2162,,SERINC3
gene5288,tig00004097_CDS_37582_38205,,NAA50
gene5291,tig00004099_CDS_24578_25261,,LCT
gene5293,tig00004099_CDS_42383_42973,,LCT
gene5294,tig00004105_CDS_15380_15667,,NRF1
gene5296,tig00004105_CDS_74888_75694,,MCCC2
gene5297,tig00004108_CDS_13563_14183,,pcx
gene5298,tig00004108_CDS_83094_83258,,SLC25A21
gene5299,tig00004112_CDS_10156_10992,,KIAA0391
gene5300,tig00004112_CDS_33016_33598,,XPC
gene5303,tig00004112_CDS_75548_75762,,XPC
gene5306,tig00004122_CDS_66314_66937,,HYKK
gene5307,tig00004123_CDS_4605_5071,,PDS5A
gene5312,tig00004123_CDS_52382_53008,,SPR
gene5314,tig00004129_CDS_55007_55270,,DMAS1
gene5321,tig00004153_CDS_67592_68769,,ROR1
gene5325,tig00004166_CDS_41986_42592,,SPDEF
gene5338,tig00004177_CDS_3771_4355,,GSTZ1
gene5346,tig00004181_CDS_39659_40135,,RAB34
gene5347,tig00004181_CDS_60235_62028,,WDR78
gene5350,tig00004182_CDS_10484_11923,,LYSC6
gene5351,tig00004182_CDS_12204_12293,,CD36
gene5354,tig00004185_CDS_39738_39936,,AMDHD2
gene5357,tig00004188_CDS_59934_61364,,Sec61alpha
gene5368,tig00004224_CDS_13765_13911,,ARHGAP8
gene5371,tig00004227_CDS_100047_100301,,ULK2
gene5380,tig00004242_CDS_54991_55128,,Obp84a
gene5381,tig00004242_CDS_84805_86064,,Gld
gene5382,tig00004243_CDS_62492_62848,,Ppib
gene5383,tig00004243_CDS_64865_65221,,Ppib
gene5384,tig00004247_CDS_73091_74386,,tkv
gene5385,tig00004251_CDS_121837_125073,,TOLL7
gene5391,tig00004273_CDS_36573_37417,,ATF2
gene5394,tig00004274_CDS_16905_17535,,DISP1
gene5402,tig00004284_CDS_50662_52161,,SPRTN
gene5403,tig00004287_CDS_25459_25629,,KLK13
gene5405,tig00004288_CDS_60967_61250,,METTL20
gene5411,tig00004290_CDS_67647_68084,,AGAP3
gene5417,tig00004325_CDS_14455_15577,,RAD17
gene5415,tig00004325_CDS_6236_6979,,ABT1
gene5422,tig00004332_CDS_57839_58228,,AGPS
gene5424,tig00004349_CDS_15283_15873,,DCTD
gene5425,tig00004349_CDS_23204_23660,,COPS6
gene5429,tig00004350_CDS_34313_34579,,NOS1
gene5435,tig00004433_CDS_73310_74749,,UAP1
gene5436,tig00004436_CDS_5760_6608,,SLC35G1
gene5442,tig00004474_CDS_10219_10719,,RPL35A
gene5447,tig00004476_CDS_31430_33133,,CARS
gene5449,tig00004478_CDS_14234_16280,,POLE
gene5453,tig00004482_CDS_48463_50406,,PRPF40A
gene5462,tig00004494_CDS_57747_58940,,GATAe
gene5466,tig00004497_CDS_75102_75948,,SUPT3H
gene5476,tig00004507_CDS_10196_10669,,MRPL14
